original	target	ner_tag
瑊好书通春秋汉书尝慕司马迁自叙著行纪一篇其辞一不矜大	瑊好书，通《春秋》、《汉书》。尝慕《司马迁自叙》，著《行纪》一篇，其辞一不矜大。	[13, 13, 2, 10, 13, 11, 13, 11, 13, 10, 13, 13, 13, 13, 11, 10, 13, 11, 13, 2, 13, 13, 13, 13, 13, 0]
上曰侍郎莽通获反将如侯长安男子景通从通获少傅石德可谓元功矣	上曰：侍郎莽通获反将如侯，长安男子景通从通获少傅石德，可谓元功矣。	[13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
明日加知制诰给政事食给食自颋始	明日加知制诰，给政事食，给食自颋始。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
戊辰贬太子少保李遵永州司马坐赃也	戊辰，贬太子少保李遵永州司马，坐赃也。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
故曰雍季之对不当文公之问	故曰：雍季之对，不当文公之问。	[13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
周原伯绞虐其舆臣使曹逃	周原伯绞虐其舆臣，使曹逃。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
今若纵兵俘掠使士民失望恐自此以南无复向化之心矣	今若纵兵俘掠，使士民失望，恐自此以南，无复向化之心矣！	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 12]
表未奏而世祖崩	表未奏而世祖崩。	[13, 13, 13, 13, 13, 13, 0]
博洽君子其明以语我庶几为全书云	博洽君子其明以语我，庶几为全书云。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
言者性命之全败信者得失之关籥	言者性命之全败，信者得失之关籥。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
伏冀鉴其至再至三有加无已之诚亟践请盟之诺即底于成感戴恩德永永无极	伏冀鉴其至再至三有加无已之诚，亟践请盟之诺，即底于成，感戴恩德永永无极。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
对曰无也	对曰：无也。	[13, 3, 13, 0]
卒年六十九	卒，年六十九。	[2, 13, 13, 13, 0]
按鹿鸣本以宴乐为体无当于朝享往时之失也	按《鹿鸣》本以宴乐为体，无当于朝享，往时之失也。	[10, 13, 11, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
苏定方破高丽于苇岛又进攻平壤城不克而还	苏定方破高丽于苇岛，又进攻平壤城，不克而还。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
丁汝夔字大章霑化人	丁汝夔，字大章，霑化人。	[13, 13, 2, 13, 13, 2, 13, 13, 0]
因移入中堂以处之	因移入中堂以处之。	[13, 13, 13, 13, 13, 13, 13, 0]
遂斩密及伯当俱传首长安	遂斩密及伯当，俱传首长安。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
天后不悦	天后不悦。	[13, 13, 13, 0]
天子亲祭则赞相礼仪	天子亲祭，则赞相礼仪。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
其涧发源雁顶之东南右即铁板左即屏霞二嶂中坠为绝壑重崖亏蔽上下无径非悬绠不能飞度也	其涧发源雁顶之东南，右即铁板，左即屏霞，二嶂中坠为绝壑，重崖亏蔽，上下无径，非悬绠不能飞度也。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
射至于司马使子路执弓矢出延射曰贲军之将亡国之大夫与为人后者不入其余皆入	射至于司马，使子路执弓矢，出延射曰：贲军之将，亡国之大夫，与为人后者不入，其余皆入。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
於是乃诏御史更以陈平为曲逆侯尽食之除前所食户牖	於是乃诏御史，更以陈平为曲逆侯，尽食之，除前所食户牖。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 0]
今士坐而言义无关粱之难盗贼之危此为信徙不可胜计然而不为则士之计利不若商人之察也	今士坐而言义，无关粱之难，盗贼之危，此为信徙，不可胜计，然而不为。则士之计利，不若商人之察也。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
屡试不偶乃传父业然不肯为人治疾或施之辄著奇效名与金华朱丹溪埒	屡试不偶，乃传父业。然不肯为人治疾，或施之，辄著奇效，名与金华朱丹溪埒。	[13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
可悉前旧军无得错杂	可悉前，旧军无得错杂。	[13, 13, 2, 13, 13, 13, 13, 13, 0]
少年曰呆儿何敢逆壮士耶	少年曰：呆儿，何敢逆壮士耶？	[13, 13, 3, 13, 2, 13, 13, 13, 13, 13, 9]
故脉弗荣则筋急筋急则引舌与卵故唇青舌卷卵缩则筋先死	故脉弗荣则筋急，筋急则引舌与卵，故唇青舌卷卵缩则筋先死。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
上车叙姓名语充曰昔我姨嫁少府生女未出而亡	上车，叙姓名，语充曰：昔我姨嫁少府，生女，未出而亡。	[13, 2, 13, 13, 2, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 0]
甲申仪贤堂无故自坏	甲申，仪贤堂无故自坏。	[13, 2, 13, 13, 13, 13, 13, 13, 0]
给事中孙应奎请鉴别三臣贤否诋萼最力	给事中孙应奎请鉴别三臣贤否，诋萼最力。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
人生而静其情难见感物而动然后可辨	人生而静，其情难见；感物而动，然后可辨。	[13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 2, 13, 13, 13, 0]
癸未召朱永还王越总督延绥军务	癸未，召朱永还，王越总督延绥军务。	[13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
然时方急法百司救过不暇议未及行	然时方急法，百司救过不暇，议未及行。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
八月丙戌京东惠民河溢居民避水所过津渡戒有司勿算	八月丙戌，京东惠民河溢，居民避水所过津渡，戒有司勿算。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
二人曰大事已定彼犹机上肉耳夫何能为	二人曰：大事已定，彼犹机上肉耳，夫何能为！	[13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 12]
衡阳王在镇躬率参佐观之	衡阳王在镇，躬率参佐观之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
然饮冰惊寐实怀惭负至于愿天高地厚何日忘之	然饮冰惊寐，实怀惭负。至于愿。天高地厚，何日忘之？	[13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 9]
齐房产草九茎连叶宫童效异披图案谍	齐房产草，九茎连叶，宫童效异，披图案谍。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
夫圣人量腹而食度形而衣节于己而已贪污之心奚由生哉	夫圣人量腹而食，度形而衣，节于己而已，贪污之心，奚由生哉？	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 9]
公责守门童子曰何以开门令猪得出入而不能知	公责守门童子曰：何以开门，令猪得出入而不能知。	[13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
御史安九域荐于朝以俸未及期移知乐平治复最	御史安九域荐于朝，以俸未及期，移知乐平，治复最。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
故书列七卜易载八卦从之未必有福违之未必有祸	故《书》列七卜，《易》载八卦，从之未必有福，违之未必有祸。	[10, 11, 13, 13, 2, 11, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
王义王义字宜之真定宁晋人家世业农	王义王义，字宜之，真定宁晋人，家世业农。	[13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
翰能读左氏春秋汉书通大义	翰能读《左氏春秋》、《汉书》，通大义。	[13, 13, 10, 13, 13, 13, 11, 13, 11, 13, 13, 0]
若以今文爲是则昔贤爲非若以昔贤可称则今体宜弃	若以今文爲是，则昔贤爲非，若以昔贤可称，则今体宜弃。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
臣窃为陛下不取也	臣窃为陛下不取也。	[13, 13, 13, 13, 13, 13, 13, 0]
素好狗马即位未逾旬便毁武帝所起招婉殿以材赐阉人徐龙驹于其处爲马埒	素好狗马，即位未逾旬，便毁武帝所起招婉殿，以材赐阉人徐龙驹，于其处爲马埒。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
元吉曰秦王初平东都顾望不还散钱帛以树私恩又违敕命非反而何	元吉曰：秦王初平东都，顾望不还，散钱帛以树私恩，又违敕命，非反而何！	[13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 12]
魏阳雍河南洛阳人兄弟六人以佣卖为业	魏阳雍，河南洛阳人。兄弟六人，以佣卖为业。	[13, 13, 2, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 13, 0]
据礼为兄之子妻服大功今为兄之子母服小功是轻重失其伦也	据《礼》为兄之子妻服大功，今为兄之子母服小功，是轻重失其伦也。	[10, 11, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
削其禁自是商贾流通赀物益饶	削其禁，自是商贾流通，赀物益饶。	[13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
十一年改为留守中卫增置留守左右前后四卫仍为亲军	十一年，改为留守中卫，增置留守左、右、前、后四卫，仍为亲军。	[13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 8, 8, 8, 13, 13, 2, 13, 13, 13, 0]
癸卯作大宋中兴宝成	癸卯，作大宋中兴宝成。	[13, 2, 13, 13, 13, 13, 13, 13, 0]
世祖又遣赐义恭骏等氈各一领盐各九种并胡豉	世祖又遣赐义恭、骏等氈各一领，盐各九种，并胡豉。	[13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
及景首至元帝付谘议参军李季长宅宅东即苦竹町也	及景首至，元帝付谘议参军李季长宅，宅东即苦竹町也。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
不郊劳不筵几不礼宾	不郊劳。不筵几。不礼宾。	[13, 13, 0, 13, 13, 0, 13, 13, 0]
闰月乙卯以汉王贴不为中京留守	闰月乙卯，以汉王贴不为中京留守。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
杨收段文昌皆以孤进贵为宰相率爱奢侈	杨收、段文昌皆以孤进贵为宰相，率爱奢侈。	[13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
黄屋左纛本为亿兆而尊鸾辂龙章盖以郊禋而贵	黄屋左纛，本为亿兆而尊；鸾辂龙章，盖以郊禋而贵。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 1, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
摽未至帝已北度太行摽遂匿所收船不以资敌	摽未至，帝已北度太行，摽遂匿所收船，不以资敌。	[13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
李光弼李光弼营州柳城人	李光弼李光弼，营州柳城人。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
六月戊辰张福屯普州之茗山	六月戊辰，张福屯普州之茗山。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
禹乃书诸将名于竹简署其前后乱著笥中令各探之	禹乃书诸将名于竹简，署其前后，乱著笥中，令各探之。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
昌虑侯国	昌虑，侯国。	[13, 2, 13, 0]
丁巳诏近臣举谏官御史各一人	丁巳，诏近臣举谏官、御史各一人。	[13, 2, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 0]
折冲将军乔智明劝颖奉迎乘舆颖怒曰卿名晓事投身事孤今主上为群小所逼卿奈何欲使孤束手就刑邪	折冲将军乔智明劝颖奉迎乘舆，颖怒曰：卿名晓事，投身事孤；今主上为群小所逼，卿奈何欲使孤束手就刑邪！	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 12]
谦将麾下三十骑遁走新都令王宝执之睿斩谦于市剑南悉平	谦将麾下三十骑遁走，新都令王宝执之，睿斩谦于市，剑南悉平。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
帝以汉功大复封弟翕为褒亲侯	帝以汉功大，复封弟翕为褒亲侯。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
臣请收籍伊瀍兹书复掌犹取之内府藏之外籝于理有惬即事何损	臣请收籍伊瀍，兹书复掌，犹取之内府，藏之外籝，于理有惬，即事何损。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
始于不足见终于不可及一人服之万人从之训之所期也	始于不足见，终于不可及，一人服之，万人从之，训之所期也。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
五三之际於斯为盛	五、三之际，於斯为盛。	[8, 13, 13, 2, 13, 13, 13, 0]
若朝廷厚恩未便放弃者乞在闲冗以养余年	若朝廷厚恩，未便放弃者，乞在闲冗，以养余年。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
于是封安德焉	于是封安德焉。	[13, 13, 13, 13, 13, 0]
阴山去平城六百里深远饶树木霜雪未尝释盖欲以暖气却寒也	阴山去平城六百里，深远饶树木，霜雪未尝释，盖欲以暖气却寒也。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
佃夫尤恣横人有顺迕祸福立至	佃夫尤恣横，人有顺迕，祸福立至。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
岁余寻复兼大理卿京兆尹御史大夫本官悉如故	岁余，寻复兼大理卿、京兆尹、御史大夫，本官悉如故。	[13, 2, 13, 13, 13, 13, 13, 8, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 0]
暨汉德既衰太祖武皇帝拨乱济民扶翼刘氏又用受禅于汉	暨汉德既衰，太祖武皇帝拨乱济民，扶翼刘氏，又用受禅于汉。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
敏自建德以后寝疾积年武帝及宣帝并亲幸其第问疾焉	敏自建德以后，寝疾积年，武帝及宣帝并亲幸其第问疾焉。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
九月壬午妃疾甚册为德妃是夕卒	九月，壬午，妃疾甚，册为德妃，是夕，卒。	[13, 2, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 2, 0]
故魏博六州之赋无半钱上供符奏之间有不如意者锐即对延光毁之其凶戾也如此	故魏博六州之赋，无半钱上供，符奏之间，有不如意者，锐即对延光毁之，其凶戾也如此。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
卒子彦嗣	卒，子彦嗣。	[2, 13, 13, 0]
臣请譬之	臣请譬之。	[13, 13, 13, 0]
考试制举人孔文仲对策入等以切直罢归	考试制举人，孔文仲对策入等，以切直罢归。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
樵举嘉靖二十六年进士授行人	樵举嘉靖二十六年进士，授行人。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
上始闻禄山反河北郡县皆风靡叹曰二十四郡曾无一人义士邪	上始闻禄山反，河北郡县皆风靡，叹曰：二十四郡，曾无一人义士邪！	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 12]
惟民生厚因物有迁违上所命从厥攸好	惟民生厚，因物有迁。违上所命，从厥攸好。	[13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 0]
癸亥贺鲁部悉结阙俟斤都曼寇边左骁卫大将军苏定方为安抚大使以伐之	癸亥，贺鲁部悉结阙俟斤都曼寇边，左骁卫大将军苏定方为安抚大使以伐之。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
齐灭入周不得调	齐灭入周，不得调。	[13, 13, 13, 2, 13, 13, 0]
戊子申严销金铺翠之禁	戊子，申严销金铺翠之禁。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
会吕兴何念四殴吕天济且死恨曰陈上舍使杀我县令王恬实其事台官谕监司选酷吏讯问无所得取入大理众意必死	会吕兴、何念四殴吕天济且死，恨曰：陈上舍使杀我。县令王恬实其事，台官谕监司选酷吏讯问，无所得，取入大理，众意必死。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
文又下巫祝吾将大启佑孙氏宜为我立祠不尔将使虫入人耳为灾	文又下巫祝：吾将大启佑孙氏，宜为我立祠；不尔，将使虫入人耳为灾。	[13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 1, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
恐君更被追所以令我相报	恐君更被追，所以令我相报。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
梁将陈霸先王僧辩讨侯景军于张公洲	梁将陈霸先、王僧辩讨侯景，军于张公洲。	[13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
问曰肉有几块	问曰：肉有几块？	[13, 3, 13, 13, 13, 9]
宪复命曰易与耳请破之而后食	宪复命曰：易与耳，请破之而后食。	[13, 13, 13, 3, 13, 13, 2, 13, 13, 13, 13, 13, 0]
人之言曰两议相持有大小众寡不敌之势	人之言曰，两议相持，有大小众寡不敌之势。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
关河阻远隔绝多年书依常体虑汝致惑是以每存款质兼亦载吾姓名	关河阻远，隔绝多年，书依常体，虑汝致惑，是以每存款质，兼亦载吾姓名。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
鬼臾区曰昭乎哉问	鬼臾区曰：昭乎哉问！	[13, 13, 13, 3, 13, 13, 13, 12]
乃称疾解职表疏累上帝不许使停家养病	乃称疾解职，表疏累上。帝不许，使停家养病。	[13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 2, 13, 13, 13, 13, 0]
九月朵颜三卫犯辽东	九月，朵颜三卫犯辽东。	[13, 2, 13, 13, 13, 13, 13, 13, 0]
后既春秋高易之兄弟专政邵王重润与永泰郡主窃议皆得罪缢死	后既春秋高，易之兄弟专政，邵王重润与永泰郡主窃议，皆得罪缢死。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
授叟末佐不称其怀	授叟末佐，不称其怀。	[13, 13, 13, 2, 13, 13, 13, 0]
希广立	希广立。	[13, 13, 0]
今二月甲子宜应天受命	今二月甲子，宜应天受命。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
赞曰∶铭实器表箴惟德轨	赞曰∶铭实器表，箴惟德轨。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
晋王善之拜南中都尉委以本任	晋王善之，拜南中都尉，委以本任。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
尚颇笃学赡文词	尚颇笃学，赡文词。	[13, 13, 13, 2, 13, 13, 0]
初鄴中虽府库虚竭而腾资用甚饶	初，鄴中虽府库虚竭，而腾资用甚饶。	[2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
荆州刺史道规又遣奋武将军原导之领千人受修之节度	荆州刺史道规又遣奋武将军原导之领千人，受修之节度。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
而邓川土知州何钰凤友婿也初使人招凤凤执使献缅	而邓川土知州何钰，凤友婿也，初使人招凤，凤执使献缅。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
并从之	并从之。	[13, 13, 0]
三月后赵主勒夜微行检察诸营卫赍金帛以赂门者求出	三月，后赵主勒夜微行检察诸营卫，赍金帛以赂门者，求出。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 0]
亭底红髹施红花毯红锦褥席	亭底红髹，施红花毯、红锦褥席。	[13, 13, 13, 2, 13, 13, 13, 8, 13, 13, 13, 0]
春正月以曹操世子丕为五官中郎将置官属为丞相副	春，正月，以曹操世子丕为五官中郎将，置官属，为丞相副。	[2, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 0]
则歌奏之义若合经礼考之古典于制为雅	则歌奏之义，若合经礼，考之古典，于制为雅。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
戊戌以荆州刺史嶷为尚书令骠骑大将军开府仪同三司扬州刺史帝命群臣各言得失	戊戌，以荆州刺史嶷为尚书令、骠骑大将军、开府仪同三司、扬州刺史。帝命群臣各言得失。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 8, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 0]
宾出立于门外东面	宾出立于门外，东面。	[13, 13, 13, 13, 13, 2, 13, 0]
寻坐事免归长安十年不得调家贫以教授为业	寻坐事免，归长安，十年不得调，家贫，以教授为业。	[13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 0]
春秋昭公十二年楚子狩于州来次于颍尾盖颍水之会淮也	《春秋》昭公十二年，楚子狩于州来，次于颍尾。盖颍水之会淮也。	[13, 11, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 0]
诏福建省管内并听行尚书省节制	诏福建省管内并听行尚书省节制。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
周礼三赦三宥施于老幼悼耄黔黎不属逮者此非为恶之所出故刑法逆舍而宥之	《周礼》三赦三宥，施于老幼悼耄，黔黎不属逮者，此非为恶之所出，故刑法逆舍而宥之。	[13, 11, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
黄门郎史淑侍御史王冲自长安奔凉州称愍帝出降前一日使淑等赍诏赐张实拜实大都督凉州牧侍中司空承制行事且曰朕已诏琅邪王时摄大位君其协赞琅邪共济多难	黄门郎史淑、侍御史王冲自长安奔凉州，称愍帝出降前一日，使淑等赍诏赐张实，拜实大都督、凉州牧、侍中、司空，承制行事，且曰：朕已诏琅邪王时摄大位，君其协赞琅邪，共济多难。	[13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 8, 13, 8, 13, 2, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
众皆私相佩服曰何物乃尔该让他做大哥	众皆私相佩服曰：何物乃尔，该让他做大哥。	[13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
时有吏将诣太山司命阅簿谓吏曰当召某郡文合何以召此人	时有吏将诣太山，司命阅簿，谓吏曰：当召某郡文合，何以召此人？	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 9]
徐晃言于操曰二袁未破诸城未下者倾耳而听宜旌赏二县以示诸城	徐晃言于操曰：二袁未破，诸城未下者倾耳而听，宜旌赏二县以示诸城。	[13, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
不幸今死遽乘丧伐之虽得之不足为美	不幸今死，遽乘丧伐之，虽得之，不足为美。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 0]
